Nama Pelatihan,Objid Pelatihan,Category,Tipe,Lokasi Pelatihan,Provider,Academy Event,Location,Provider Category,Event Type,Status,Tgl Mulai,Tgl Selesai,JML Peserta,JML Confirmed,JML Peserta Hadir,JML UBPP Inst,JML UBPP Delivery,UBPP Inst,UBPP Akom,UBPP Sarana,UBPP Laborat,UBPP Penyelenggaraan,UBPP Kafetaria,UBPP Materi,Net Promotor Score,Customer Satisfaction,First Response & Average Handling,Customer Effort Score
BUSINESS ACUMEN BATCH 1 FOR AFAM (TR-1),80112849,LAT,Project,Jakarta,Learning Area 2 Jakarta,ENTERPRISE,Online (Lokasi Masing-Masing),Internal,Internal,Close Budget,2020-07-06,2020-07-07,31,21,28,17,28,73.34,56.79,72.5,0,80.22,59.29,80.54,42.86,69.43,83.85,80.14
FINON,80112927,LAT,,Surabaya,Learning Area 5 Surabaya,CONSUMER,Online (Lokasi Masing-Masing),Internal,Internal,Close Budget,2020-07-06,2020-07-09,25,24,24,4,4,86.82,90,90,0,90,90,90,100,90,90,90
ISO 9001:2015,80112934,LAT,Pengembangan Materi,Bandung,Learning Area 3 / LO,NITS,Online (Lokasi Masing-Masing),,Public,Close Budget,2020-07-06,2020-07-08,10,10,10,10,10,91.67,85,88,0,91.8,75,92,80,86.2,92,91.6
AWS Sysops Administrator Associate,80112955,LAT,Test Online,Makassar,Learning Area 7 Makassar,DSP,Online (Lokasi Masing-Masing),Internal,Public,Close Budget,2020-07-06,2020-07-09,1,1,1,1,1,100,50,100,0,100,50,100,100,80,100,100
Assesment JT BP 2,80113007,LAT,,,,,TELKOM HRAS BANDUNG,,,,2020-07-06,2020-07-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Expert Pitstop - July,90004136,NON LAT,Sharing Session / Bedah Buku,Bandung,Learning Area 3 / LO Bandung,GOFM,LA 3,Internal,Internal,WO,2020-07-06,2020-06-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
scrum foundation profesional certificate,90004244,NON LAT,,,,CONSUMER,,,Internal,Draft,2020-07-04,2020-07-04,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sharing Session Business Planning,90004222,NON LAT,Sharing Session / Bedah Buku,Bandung,Learning Area 3 / LO,BUSINNESS ENABLER,Online (Lokasi Masing-Masing),External,Public,Close WO,2020-07-03,2020-07-03,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CorpU Book,90004139,NON LAT,Sharing Session / Bedah Buku,Bandung,Learning Area 3 / LO Bandung,,LA 3,Internal,Internal,Draft,2020-07-03,2020-07-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Corpu Book Club,90004141,NON LAT,Sharing Session / Bedah Buku,Bandung,Learning Area 3 / LO Bandung,GOFM,LA 3,Internal,Internal,On Going,2020-07-03,2020-07-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amoeba Class : Story Telling Skill,80112630,LAT,Test Online,Makassar,Learning Area 7 Makassar,DSP,Online (Lokasi Masing-Masing),Internal,Internal,Close Budget,2020-07-02,2020-07-02,52,16,12,0,14,0,70.63,83.13,0,90.5,73.75,90.94,93.75,81.5,90.63,90.88
Proff.Comm : Story Telling Skill,80112639,LAT,Test Online,Makassar,Learning Area 7 Makassar,DSP,Online (Lokasi Masing-Masing),Internal,Internal,Close Budget,2020-07-02,2020-07-02,43,15,17,7,11,92.62,75.46,90.91,0,92.73,79.09,92.27,90.91,86.36,91.82,92.18
Coaching TREG 5 Denpasar,80112813,LAT,,Surabaya,Learning Area 5 Surabaya,BUSINNESS ENABLER,Online (Lokasi Masing-Masing),Internal,Internal,Close Budget,2020-07-02,2020-07-21,24,23,24,2,6,85.71,0,80,0,87.14,0,86.43,57.14,83.81,92.86,85.43
Pembekalan Sertifikasi Kompetensi HC,80112815,LAT,,Bandung,Learning Area 3 / LO,BUSINNESS ENABLER,Online (Lokasi Masing-Masing),,Public,Close WO,2020-07-02,2020-07-02,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Coaching TREG 5 Malang,80112817,LAT,,Surabaya,Learning Area 5 Surabaya,BUSINNESS ENABLER,Online (Lokasi Masing-Masing),Internal,Internal,Close Budget,2020-07-02,2020-07-21,26,24,24,12,16,77.33,0,87.78,0,91.33,0,90.42,88.89,90.37,91.11,90.22
Sales Force TR7 Batch 3,80112931,LAT,,Surabaya,Learning Area 5 Surabaya,CONSUMER,Online (Lokasi Masing-Masing),Internal,Internal,Close Budget,2020-07-02,2020-07-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sales Force TR7 Batch 4,80112932,LAT,,Surabaya,Learning Area 5 Surabaya,CONSUMER,Online (Lokasi Masing-Masing),Internal,Internal,Close Budget,2020-07-02,2020-07-02,199,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0
PMP Preparation,80112809,LAT,Test Online,Makassar,Learning Area 7 Makassar,DSP,Online (Lokasi Masing-Masing),Internal,Public,Close Budget,2020-07-01,2020-07-02,36,4,5,5,6,85,80,87.5,0,85.6,82,83.16,60,84.17,84,83.75
Tech in Asia PDC 2020,80112810,LAT,Test Online,Makassar,Learning Area 7 Makassar,DSP,Online (Lokasi Masing-Masing),Internal,Public,Close Budget,2020-07-01,2020-07-09,1,1,1,1,1,100,50,100,0,98,80,85,100,86,100,86
Node.js: The Complete Guide to Build RES,80112812,LAT,Test Online,Makassar,Learning Area 7 Makassar,DSP,Online (Lokasi Masing-Masing),Internal,Public,Close Budget,2020-07-01,2020-07-15,1,1,1,1,1,85,80,100,0,92,100,92.5,100,88,100,94
Interpretasi KPKU BUMN Tahun 2020,80112814,LAT,,Bandung,Learning Area 3 / LO,BUSINNESS ENABLER,Online (Lokasi Masing-Masing),,Public,Close Budget,2020-07-01,2020-07-03,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Marketing Plan Certification,80112846,LAT,Test Online,Makassar,Learning Area 7 Makassar,DSP,Online (Lokasi Masing-Masing),Internal,Public,Close WO,2020-07-01,2020-09-12,4,4,4,4,4,82.08,70,70,0,79,70,89.38,100,75,72.5,85
Agile Way of Working,80112850,LAT,,Surabaya,Learning Area 5 Surabaya,CONSUMER,Online (Lokasi Masing-Masing),Internal,Internal,Close Budget,2020-07-01,2020-07-01,30,28,26,12,15,89.18,71.33,84.67,0,86.4,78.67,86.33,66.67,82,87.33,85.47
Expert Insight,90004126,NON LAT,Sharing Session / Bedah Buku,,,,,,Internal,Draft,2020-07-01,2020-07-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Expert Insights,90004132,NON LAT,Sharing Session / Bedah Buku,Bandung,Learning Area 3 / LO Bandung,GOFM,Online (Lokasi Masing-Masing),Internal,Internal,On Going,2020-07-01,2020-07-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Evaluasi GPMP III Batch 45,90004143,NON LAT,Pengembangan Materi,Bandung,Dalam Negeri,LEADERSHIP,Online (Lokasi Masing-Masing),Internal,Internal,WO,2020-07-01,2020-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Klarifikasi SCM,90004128,NON LAT,Pengembangan Materi,Bandung,Learning Area 3 / LO Bandung,NITS,Online (Lokasi Masing-Masing),Internal,Internal,WO,2020-06-30,2020-06-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Menulis Inovasi yang baik,90004145,NON LAT,Sharing Session / Bedah Buku,Bandung,Learning Area 3 / LO Bandung,WS & INTERNATIONAL,Online (Lokasi Masing-Masing),Internal,Internal,WO,2020-06-30,2020-06-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bangmat Strategic Management for Mitratel,90004149,NON LAT,Pengembangan Materi,Bandung,Learning Area 3 / LO Bandung,WS & INTERNATIONAL,Online (Lokasi Masing-Masing),Internal,Internal,WO,2020-06-30,2020-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bangmat FINON,90004151,NON LAT,Pengembangan Materi,Bandung,,,LA 3,,Internal,WO,2020-06-30,2020-07-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Business Feasibility Study,80112774,LAT,,Surabaya,Learning Area 5 Surabaya,CONSUMER,Online (Lokasi Masing-Masing),Internal,Internal,Close Budget,2020-06-30,2020-07-01,42,38,38,5,5,85.5,82.5,82.5,0,83.5,82.5,83.13,0,83.5,82.5,83.5
Machine Learning with Python,80112866,LAT,Pengembangan Materi,Jakarta,Learning Area 2 Jakarta,NITS,Online (Lokasi Masing-Masing),Internal,Public,Close Budget,2020-06-30,2020-07-01,11,11,11,11,11,90.91,86.36,90,0,92.55,86.36,91.82,100,89.27,92.73,91.27
MC Online Batch 1,80112916,LAT,,Bandung,Learning Area 3 Bandung,BUSINNESS ENABLER,Online (Lokasi Masing-Masing),Internal,Internal,Close WO,2020-06-30,2020-07-02,12,4,12,5,6,83.33,75,90,0,91.61,76.67,88.33,100,84.67,86.67,89.33
Assesment JT BP 1,80112940,LAT,,,,,TELKOM HRAS BANDUNG,,,,2020-06-30,2020-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OKR Practitioner Certification,80113056,LAT,,Bandung,Learning Area 3 / LO,BUSINNESS ENABLER,Online (Lokasi Masing-Masing),,Public,Close WO,2020-06-29,2020-06-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bangmat SCM & Analisa Proses Pengadaan,90004116,NON LAT,Pengembangan Materi,Bandung,Learning Area 3 / LO Bandung,NITS,Online (Lokasi Masing-Masing),Internal,Internal,WO,2020-06-29,2020-06-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bangmat training & coaching CCA,90004134,NON LAT,Pengembangan Materi,Bandung,Learning Area 3 / LO Bandung,WS & INTERNATIONAL,Online (Lokasi Masing-Masing),Internal,Internal,Draft,2020-06-29,2020-06-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Perbaikan Materi Brevetisasi Akses TREG-1,90004147,NON LAT,Pengembangan Materi,Bandung,Learning Area 3 / LO Bandung,NITS,Online (Lokasi Masing-Masing),Internal,Internal,WO,2020-06-29,2020-07-10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leading Strategic Innovation,80112843,LAT,Seminar,Makassar,Learning Area 7 Makassar,DSP,Online (Lokasi Masing-Masing),Internal,Public,Close Budget,2020-06-27,2020-06-27,10,10,10,7,10,72.38,70,72,0,77.8,62,74,0,72,81,74.2
Dampak Ekonomi COVID19 thd Nilai PSAK 71,80112925,LAT,,Bandung,Learning Area 3 / LO,BUSINNESS ENABLER,Online (Lokasi Masing-Masing),,Public,Close WO,2020-06-27,2020-06-27,32,12,32,4,5,91.25,76,90,0,92,74,95,80,85.2,90,94.4
Amoeba Class : Practice Makes Perfect,80112629,LAT,Test Online,Makassar,Learning Area 7 Makassar,DSP,Online (Lokasi Masing-Masing),Internal,Internal,Close Budget,2020-06-26,2020-06-26,46,19,16,9,12,90.93,80,84.17,0,90.67,79.17,92.08,66.67,84.67,90.83,91.83
Proff.Comm : Practice Makes Perfect,80112638,LAT,Test Online,Makassar,Learning Area 7 Makassar,DSP,Online (Lokasi Masing-Masing),Internal,Internal,Close Budget,2020-06-26,2020-06-26,32,14,11,3,4,95.56,77.5,97.5,0,97.5,87.5,97.5,100,91.5,97.5,97.5
Amoeba Class : Leadership Masterclass,80112659,LAT,Test Online,Makassar,Learning Area 7 Makassar,DSP,Online (Lokasi Masing-Masing),Internal,Internal,Close WO,2020-06-26,2020-06-26,83,65,45,18,19,90.9,74.21,81.58,0,92.02,73.16,90.67,63.16,82.74,93.16,90.75
Multiple layers of Listening,80112808,LAT,,Bandung,Learning Area 3 / LO,BUSINNESS ENABLER,Online (Lokasi Masing-Masing),,Public,Close WO,2020-06-26,2020-06-26,10,5,10,0,1,0,0,80,0,80,0,80,0,80,80,80
Tax Training FCBP 05,80112856,LAT,,Semarang,Learning Area 4 Semarang,BUSINNESS ENABLER,Online (Lokasi Masing-Masing),Internal,Internal,Close Budget,2020-06-26,2020-06-26,26,22,21,6,8,83.67,70,87.5,0,85.9,61.25,85,50,77.44,88.75,84.75
IT Architecture Based on TOGAF,80112865,LAT,,Bandung,Learning Area 3 Bandung,BUSINNESS ENABLER,Online (Lokasi Masing-Masing),Internal,Internal,Close Budget,2020-06-26,2020-06-26,144,100,104,69,70,83.99,75.14,83.14,0,83.73,71.74,83.69,33.8,79.48,84.06,83.79
Memahami Pelanggan:Pendekatan Komunikasi,80112902,LAT,,Bandung,Learning Area 3 / LO Bandung,WS & INTERNATIONAL,Learning Area 3 Bandung,Internal,Internal,Close Budget,2020-06-26,2020-06-26,136,101,119,90,97,89.68,78.04,84.9,0,87.1,79.8,88.31,54.08,83.48,87.25,88.03
Sharing Session Mitratel,90004122,NON LAT,,Bandung,Learning Area 3 / LO,WS & INTERNATIONAL,Online (Lokasi Masing-Masing),,Internal,WO,2020-06-26,2020-06-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Profesional Coach Certification Program,90004124,NON LAT,Seminar,Bandung,Learning Area 3 / LO Bandung,CONSUMER,Online (Lokasi Masing-Masing),Internal,Internal,On Going,2020-06-26,2020-06-27,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Rapat GPTP XII,90004130,NON LAT,Pengembangan Materi,Bandung,Learning Area 3 / LO Bandung,BUSINNESS ENABLER,Online (Lokasi Masing-Masing),Internal,Internal,WO,2020-06-26,2020-06-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LDP for Rookie batch 3,80112782,LAT,,Bandung,Learning Area 3 Bandung,LEADERSHIP,Online (Lokasi Masing-Masing),Internal,Internal,Close Budget,2020-06-25,2020-06-30,29,29,29,29,29,91.6,74.29,86.21,0,90.14,62.41,92.35,75.86,81.46,89.66,90.97
Agile Working,80112799,LAT,,Bandung,Learning Area 3 / LO Bandung,WS & INTERNATIONAL,Online (Lokasi Masing-Masing),Internal,Internal,Close WO,2020-06-25,2020-06-25,99,0,99,18,18,88.89,88.89,83.89,0,89.44,88.33,90.14,66.67,88.22,87.78,89.89
Sales Force TR 7 Batch1,80112826,LAT,,Surabaya,Learning Area 5 Surabaya,CONSUMER,Online (Lokasi Masing-Masing),Internal,Internal,Close Budget,2020-06-25,2020-06-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sales Force TR 7 Batch2,80112827,LAT,,Surabaya,Learning Area 5 Surabaya,CONSUMER,Online (Lokasi Masing-Masing),Internal,Internal,Close Budget,2020-06-25,2020-06-25,196,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0
Sid Kom Amoeba (SKA) HACK Idea #5 Area 4,80112839,LAT,Test Online,Semarang,Learning Area 4 Semarang,DSP,Online (Lokasi Masing-Masing),Internal,Internal,Close WO,2020-06-25,2020-06-25,58,15,43,0,7,0,82.86,81.43,0,91.71,84.29,91.07,85.71,86.86,90,91.14
Sid Kom Amoeba (SKA) HACK Idea #5 Area 6,80112840,LAT,Test Online,Makassar,Learning Area 7 Makassar,DSP,Online (Lokasi Masing-Masing),Internal,Internal,Close Budget,2020-06-25,2020-06-25,65,32,33,0,35,0,75.14,94.86,0,94.06,75.14,94.43,100,86.63,94,94.4
Sid Kom Amoeba (SKA) HACK Idea #5 Area 7,80112841,LAT,Test Online,Makassar,Learning Area 7 Makassar,DSP,Online (Lokasi Masing-Masing),Internal,Internal,Close Budget,2020-06-25,2020-06-25,53,27,27,8,10,84.38,72,71,0,79.2,68,75.5,40,74,75,76.4
Tax Training FCBP 04,80112855,LAT,,Semarang,Learning Area 4 Semarang,BUSINNESS ENABLER,Online (Lokasi Masing-Masing),Internal,Internal,Close Budget,2020-06-25,2020-06-25,24,19,19,10,10,86.33,84,84,0,90.2,73,89.75,70,84.2,92,89.2
Sid Kom Amoeba (SKA) HACK Idea #5 Area 1,80112861,LAT,Test Online,Medan,Learning Area 1 Medan,DSP,Online (Lokasi Masing-Masing),Internal,Internal,Close Budget,2020-06-25,2020-06-25,48,33,36,0,26,0,62.69,78.85,0,86.15,66.15,83.59,65.38,75.77,85.77,83.72
Sid Kom Amoeba (SKA) HACK Idea #5 Area 3,80112862,LAT,Test Online,Bandung,Learning Area 3 Bandung,DSP,Online (Lokasi Masing-Masing),Internal,Internal,Close Budget,2020-06-25,2020-06-25,68,36,52,11,37,88.03,80.81,86.67,0,89.35,78.11,88.03,75.68,84.67,89.19,88.15
Sid Kom Amoeba (SKA) HACK Idea #5 Area 2,80112863,LAT,Test Online,Jakarta,Learning Area 2 Jakarta,DSP,Online (Lokasi Masing-Masing),Internal,Internal,Close WO,2020-06-25,2020-06-25,55,40,41,0,21,0,67.62,77.62,0,84.29,71.43,84.76,61.9,77.24,80.95,84.29
Sid Kom Amoeba (SKA) HACK Idea #5 Area 5,80112864,LAT,Test Online,Surabaya,Learning Area 5 Surabaya,DSP,Online (Lokasi Masing-Masing),Internal,Internal,Close Budget,2020-06-25,2020-06-25,73,42,41,0,24,0,60,80.42,0,87.83,64.58,86.15,66.67,76,87.08,86.67
The New Solution for Growth with Digital,80112877,LAT,,Bandung,Learning Area 3 Bandung,WS & INTERNATIONAL,Online (Lokasi Masing-Masing),Internal,Internal,Close WO,2020-06-25,2020-06-25,44,0,44,0,25,0,92,92,0,91.12,84,88,76,90.32,89.2,88.24
Machine Learning with Python,80112716,LAT,Pengembangan Materi,Jakarta,Learning Area 2 Jakarta,NITS,Online (Lokasi Masing-Masing),Internal,Internal,Close Budget,2020-06-24,2020-06-25,11,11,11,10,11,92,80.91,86.36,0,90.91,85.46,91.59,100,87.09,89.09,90.55
CBHC Modul 2,80112792,LAT,,Bandung,Learning Area 3 Bandung,BUSINNESS ENABLER,Online (Lokasi Masing-Masing),Internal,Internal,Close Budget,2020-06-24,2020-07-10,23,22,22,0,1,0,0,100,0,100,0,100,100,100,100,100
ITIL Foundation,80112803,LAT,Pengembangan Materi,Bandung,Learning Area 3 / LO,NITS,Online (Lokasi Masing-Masing),,Public,Close Budget,2020-06-24,2020-06-25,4,4,4,3,2,81.11,70,90,0,85,55,83.75,50,79,80,82
AI for Medical Diagnosis,80112836,LAT,Test Online,Makassar,Learning Area 7 Makassar,DSP,Online (Lokasi Masing-Masing),Internal,Public,Close Budget,2020-06-24,2020-07-04,1,1,1,1,1,91.67,50,100,0,90,50,97.5,100,80,100,88
Foundations of Business Strategy,80112837,LAT,Test Online,Makassar,Learning Area 7 Makassar,DSP,Online (Lokasi Masing-Masing),Internal,Public,Close Budget,2020-06-24,2020-06-30,1,1,1,1,1,65.71,0,90,0,74,0,80,0,76.67,70,80
Mapping Customer Journeys & Dealing With,80112838,LAT,Test Online,Makassar,Learning Area 7 Makassar,DSP,Online (Lokasi Masing-Masing),Internal,Public,Close Budget,2020-06-24,2020-06-25,3,1,2,1,1,100,100,100,0,100,100,100,100,100,100,100
Tax Training FCBP 03,80112854,LAT,,Semarang,Learning Area 4 Semarang,BUSINNESS ENABLER,Online (Lokasi Masing-Masing),Internal,Internal,Close Budget,2020-06-24,2020-06-24,20,20,20,9,13,92.01,83.85,82.31,0,89.23,75.39,89.62,69.23,84.31,90,88.92
Effect Problem Solving & Decision Making,80112857,LAT,Test Online,Makassar,Learning Area 7 Makassar,DSP,Online (Lokasi Masing-Masing),Internal,Public,Close Budget,2020-06-24,2020-06-26,1,1,1,0,1,0,50,80,0,78,50,77.5,0,68,80,78
End User ENOM Batch 7,80112860,LAT,,Medan,Learning Area 1 Medan,WS & INTERNATIONAL,Online (Lokasi Masing-Masing),Internal,Internal,Close Budget,2020-06-24,2020-06-25,22,18,18,11,12,88.89,75,80.83,0,87.46,72.73,89.58,66.67,80.86,86.67,88.83
Persiapan AM Dev CCA TELIN Australia,90004118,NON LAT,Pengembangan Materi,Bandung,Learning Area 3 / LO Bandung,WS & INTERNATIONAL,Online (Lokasi Masing-Masing),Internal,Internal,WO,2020-06-24,2020-06-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Penjurian Inovasi CFU WIB,90004120,NON LAT,,Bandung,Learning Area 3 / LO,WS & INTERNATIONAL,Online (Lokasi Masing-Masing),,Internal,WO,2020-06-24,2020-06-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amoeba :Negotiation Skill Bureaucracy,80112661,LAT,Test Online,Makassar,Learning Area 7 Makassar,DSP,Online (Lokasi Masing-Masing),Internal,Internal,Close Budget,2020-06-23,2020-06-23,83,63,44,13,46,88.85,73.62,92.34,0,92.21,73.62,93.09,85.11,84.81,91.92,92.94
Design & Develop Online Training Materi,80112790,LAT,,Bandung,Learning Area 3 Bandung,BUSINNESS ENABLER,Online (Lokasi Masing-Masing),Internal,Internal,Close Budget,2020-06-23,2020-07-06,15,15,15,7,7,85.24,74.29,80,0,86.86,74.29,88.21,42.86,80,90,88.29
Agile Way of Working,80112851,LAT,,Surabaya,Learning Area 5 Surabaya,CONSUMER,Online (Lokasi Masing-Masing),Internal,Internal,Close Budget,2020-06-23,2020-06-27,30,29,29,19,19,75.92,70,81.5,0,84.9,69,84.25,70,78.6,83.5,83.6
Tax Training FCBP 02,80112853,LAT,,Semarang,Learning Area 4 Semarang,BUSINNESS ENABLER,Online (Lokasi Masing-Masing),Internal,Internal,Close Budget,2020-06-23,2020-06-23,39,25,34,19,19,89.94,79,87,0,88.1,74.5,87.13,70,83.3,88.5,87
Bootcamp 1 Amoeba for AM (AfAM) Batch-2,80112612,LAT,Project,Jakarta,Learning Area 2 Jakarta,ENTERPRISE,Online (Lokasi Masing-Masing),Internal,Internal,Close Budget,2020-06-22,2020-06-26,61,45,59,48,58,87.93,63.28,70.35,0,86.51,59.14,85.6,62.07,73.05,87.93,85.41
Private Equity and Venture Capital,80112674,LAT,Test Online,Makassar,Learning Area 7 Makassar,DSP,Online (Lokasi Masing-Masing),Internal,Public,Close Budget,2020-06-22,2020-06-26,1,0,1,1,1,68.33,60,80,0,68,50,77.5,0,68,50,76
Agile meet Design Thinking,80112757,LAT,,Surabaya,Learning Area 5 Surabaya,CONSUMER,Online (Lokasi Masing-Masing),Internal,Internal,Close Budget,2020-06-22,2020-06-24,20,20,20,15,16,89.3,70.63,80,0,87.63,75,88.59,56.25,80.13,88.13,88.38
Building agility for the next generation,80112789,LAT,,Bandung,Learning Area 3 / LO,BUSINNESS ENABLER,Online (Lokasi Masing-Masing),,Public,Close WO,2020-06-22,2020-06-22,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Business Valuation Modeling,80112800,LAT,Test Online,Makassar,Learning Area 7 Makassar,DSP,Online (Lokasi Masing-Masing),Internal,Public,Close Budget,2020-06-22,2020-06-26,1,1,1,1,1,66.67,70,70,0,84,70,100,100,78,70,94
Certified Scrum Master & Product Owner,80112801,LAT,Test Online,Makassar,Learning Area 7 Makassar,DSP,Online (Lokasi Masing-Masing),Internal,Public,Close Budget,2020-06-22,2020-07-03,2,2,2,2,2,77.14,0,90,0,82,0,91.25,50,85,85,88
End User ENOM Batch 5,80112804,LAT,,Medan,Learning Area 1 Medan,WS & INTERNATIONAL,Online (Lokasi Masing-Masing),Internal,Internal,Close Budget,2020-06-22,2020-06-23,45,36,40,20,21,82.63,77.62,79.05,0,79.52,66.67,78.1,28.57,75.43,81.91,78.48
End User ENOM Batch 6,80112805,LAT,,Medan,Learning Area 1 Medan,WS & INTERNATIONAL,Online (Lokasi Masing-Masing),Internal,Internal,Close Budget,2020-06-22,2020-06-23,25,15,22,9,9,82.96,78.75,82.22,0,86.89,78.89,87.78,77.78,82.5,86.67,87.33
Big Data analyst ceritication,80112807,LAT,,Bandung,Learning Area 3 / LO,BUSINNESS ENABLER,Online (Lokasi Masing-Masing),,Public,Close Budget,2020-06-22,2020-07-02,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Tax Training Treg 2 & FCBP 01,80112852,LAT,,Semarang,Learning Area 4 Semarang,BUSINNESS ENABLER,Online (Lokasi Masing-Masing),Internal,Internal,Close Budget,2020-06-22,2020-06-22,56,43,51,35,32,89.24,63.03,78.79,0,87.42,59.39,86.64,63.64,75.64,89.06,86
Juri Festival Inovasi CFU WIB,90004108,NON LAT,,Bandung,Learning Area 3 / LO,WS & INTERNATIONAL,Online (Lokasi Masing-Masing),,Internal,On Going,2020-06-22,2020-06-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Emotional Freedom Technique,80113008,LAT,,Bandung,Learning Area 3 / LO,BUSINNESS ENABLER,Online (Lokasi Masing-Masing),,Public,Close WO,2020-06-21,2020-06-21,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Financial Analysis for Non Finance,80112788,LAT,Test Online,Makassar,Learning Area 7 Makassar,DSP,Online (Lokasi Masing-Masing),Internal,Public,Close Budget,2020-06-20,2020-06-27,6,4,4,3,3,87.37,60,73.33,0,85.33,50,85.83,100,72.67,76.67,84.67
CBHC Modul 1,80112791,LAT,,Bandung,Learning Area 3 / LO,BUSINNESS ENABLER,Online (Lokasi Masing-Masing),,Public,Close Budget,2020-06-20,2020-06-20,25,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0
Workshop PSAK 73: Sewa--Implementasi,80112875,LAT,,Bandung,Learning Area 3 / LO,BUSINNESS ENABLER,Online (Lokasi Masing-Masing),,Public,Close WO,2020-06-20,2020-06-20,17,7,17,0,0,0,0,0,0,0,0,0,0,0,0,0
SMS A2P,80112719,LAT,,Medan,Learning Area 1 Medan,WS & INTERNATIONAL,Online (Lokasi Masing-Masing),Internal,Internal,Close Budget,2020-06-19,2020-06-19,21,17,18,0,0,0,0,0,0,0,0,0,0,0,0,0
CPaaS / neuApix,80112720,LAT,,Medan,Learning Area 1 Medan,WS & INTERNATIONAL,Online (Lokasi Masing-Masing),Internal,Internal,Close Budget,2020-06-19,2020-06-19,21,16,17,0,0,0,0,0,0,0,0,0,0,0,0,0
Tax Training Treg 6 & 7,80112763,LAT,,Semarang,Learning Area 4 Semarang,BUSINNESS ENABLER,Online (Lokasi Masing-Masing),Internal,Internal,Close Budget,2020-06-19,2020-06-19,31,20,25,17,17,93.06,69.41,84.12,0,90.47,67.65,92.5,83.33,81.18,88.23,91.29
Deputi Manager Manajemen Proyek TIK (ICT Project Management Deputy Manager),90004241,NON LAT,,,,CONSUMER,,,Internal,Draft,2020-06-19,2020-06-19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Profesional Coach Certification Program,90004112,NON LAT,Seminar,Bandung,Learning Area 3 / LO,CONSUMER,Online (Lokasi Masing-Masing),External,Internal,On Going,2020-06-19,2020-06-20,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Asean Corporate Governance Scorecard,90004100,NON LAT,Seminar,Jakarta,Learning Area 3 / LO,ENTERPRISE,"Enterprise Academy , Slipi Jakarta",External,Public,WO,2020-06-18,2020-06-19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bangmat SCM & Analisa Proses Pengadaan,90004110,NON LAT,Pengembangan Materi,Bandung,Learning Area 3 / LO Bandung,NITS,Online (Lokasi Masing-Masing),Internal,Internal,WO,2020-06-18,2020-06-19,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amoeba Class : Self Empowerment,80112628,LAT,Test Online,Makassar,Learning Area 7 Makassar,DSP,Online (Lokasi Masing-Masing),Internal,Internal,Close Budget,2020-06-18,2020-06-18,52,20,17,0,19,0,69.47,86.32,0,91.79,70.53,93.68,89.47,82.1,93.16,92.84
Proff.Comm : Self Empowerment,80112637,LAT,Test Online,Makassar,Learning Area 7 Makassar,DSP,Online (Lokasi Masing-Masing),Internal,Internal,Close Budget,2020-06-18,2020-06-18,33,17,15,9,9,90.74,71,87.78,0,89.79,78.89,89.44,60,83.54,91.11,89.33
